Ticket_ID,Customer_ID,Created_Date,Created_Time,Channel,Category,Sub_Category,Priority,Agent_ID,Customer_City,Customer_Type,Ticket_Status,First_Response_Minutes,Resolution_Hours,Reopened,Escalated,CSAT_Score,Resolved_Date,Resolved_Time
TKT002396,CUST01196,27-03-2026 00:00,00-01-1900 17:44,Email,Product,Missing Item,Low,AG024,Pune,Returning,Closed,82,17.11,No,Yes,4,28-03-2026 00:00,00-01-1900 10:51
TKT002397,CUST04141,15-01-2026 00:00,00-01-1900 19:00,Email,Technical,Page Not Loading,Medium,AG032,Bengaluru,Returning,Closed,80,4.91,No,No,5,15-01-2026 00:00,00-01-1900 23:55
TKT002398,CUST02062,25-05-2026 00:00,00-01-1900 04:49,Email,Refund,Partial Refund,Medium,AG007,Hyderabad,Returning,Closed,51,7.45,No,No,,25-05-2026 00:00,00-01-1900 12:16
TKT002399,CUST04411,05-06-2026 00:00,00-01-1900 09:36,Social Media,Delivery,Late Delivery,Medium,AG010,Hyderabad,Returning,Closed,110,16.01,No,No,4,06-06-2026 00:00,00-01-1900 01:36
TKT002400,CUST03306,26-01-2026 00:00,00-01-1900 16:49,Chat,Delivery,Wrong Address,High,AG015,Bengaluru,Returning,Closed,59,6.55,No,No,5,26-01-2026 00:00,00-01-1900 23:22
TKT002401,CUST00187,24-06-2026 00:00,00-01-1900 11:43,Email,Product,Damaged Product,Critical,AG020,Bengaluru,Returning,Closed,13,1.58,No,No,4,24-06-2026 00:00,00-01-1900 13:17
TKT002402,CUST03491,04-02-2026 00:00,00-01-1900 08:48,Chat,Refund,Refund Delayed,High,AG003,Hyderabad,Returning,Closed,21,3.87,No,No,4,04-02-2026 00:00,00-01-1900 12:41
TKT002403,CUST03030,03-04-2026 00:00,00-01-1900 07:01,Email,Delivery,Wrong Address,Medium,AG018,Bengaluru,Returning,Closed,49,16.92,No,No,5,03-04-2026 00:00,00-01-1900 23:56
TKT002404,CUST01000,11-02-2026 00:00,00-01-1900 14:01,Phone,Refund,Refund Delayed,Low,AG001,Hyderabad,New,Closed,137,42.39,No,No,4,13-02-2026 00:00,00-01-1900 08:24
TKT002405,CUST01325,14-02-2026 00:00,00-01-1900 14:43,Email,Payment,Amount Debited,Medium,AG003,Bengaluru,Returning,Closed,163,57.98,No,No,4,17-02-2026 00:00,00-01-1900 00:42
TKT002406,CUST01837,14-05-2026 00:00,00-01-1900 00:39,Social Media,Product,Damaged Product,Medium,AG027,Hyderabad,Returning,Closed,103,18.95,No,No,5,14-05-2026 00:00,00-01-1900 19:36
TKT002407,CUST02557,22-05-2026 00:00,00-01-1900 12:28,Chat,Delivery,Wrong Address,High,AG010,Bengaluru,Returning,Closed,37,3.31,No,No,5,22-05-2026 00:00,00-01-1900 15:46
TKT002408,CUST01825,30-01-2026 00:00,00-01-1900 13:20,Phone,Delivery,Wrong Address,Medium,AG011,Hyderabad,New,Closed,79,20.09,No,No,5,31-01-2026 00:00,00-01-1900 09:25
TKT002409,CUST04485,01-02-2026 00:00,00-01-1900 12:08,Chat,Technical,Checkout Error,Medium,AG029,Delhi,Returning,Closed,76,20.05,No,No,5,02-02-2026 00:00,00-01-1900 08:11
TKT002410,CUST03474,06-03-2026 00:00,00-01-1900 02:41,Phone,Delivery,Late Delivery,Low,AG017,Hyderabad,Returning,Closed,97,24.69,No,No,4,07-03-2026 00:00,00-01-1900 03:22
TKT002411,CUST04041,08-04-2026 00:00,00-01-1900 21:18,Phone,Refund,Partial Refund,Low,AG004,Mumbai,New,Closed,180,29.6,No,No,4,10-04-2026 00:00,00-01-1900 02:54
TKT002412,CUST02050,31-03-2026 00:00,00-01-1900 22:40,Email,Payment,Duplicate Charge,Low,AG005,Hyderabad,Returning,Closed,133,25.05,No,No,,01-04-2026 00:00,00-01-1900 23:43
TKT002413,CUST03694,13-03-2026 00:00,00-01-1900 07:57,Social Media,Delivery,Tracking Issue,Low,AG018,Mumbai,New,Closed,69,24.99,No,No,4,14-03-2026 00:00,00-01-1900 08:57
TKT002414,CUST03884,28-02-2026 00:00,00-01-1900 11:52,Email,Cancellation,Order Cancellation,High,AG010,Mumbai,Returning,Closed,37,3.8,No,No,,28-02-2026 00:00,00-01-1900 15:40
TKT002415,CUST02428,20-03-2026 00:00,00-01-1900 10:59,Email,Cancellation,Subscription Cancellation,High,AG011,Chennai,Premium,Closed,36,4.83,No,No,5,20-03-2026 00:00,00-01-1900 15:49
TKT002416,CUST03800,11-03-2026 00:00,00-01-1900 05:49,Email,Technical,Page Not Loading,High,AG035,Chennai,Premium,Closed,27,2.83,No,No,4,11-03-2026 00:00,00-01-1900 08:39
TKT002417,CUST03680,01-06-2026 00:00,00-01-1900 09:27,Email,Account,Account Locked,Medium,AG029,Hyderabad,Returning,Closed,91,16.09,No,Yes,4,02-06-2026 00:00,00-01-1900 01:33
TKT002418,CUST01504,27-05-2026 00:00,00-01-1900 05:43,Chat,Product,Damaged Product,High,AG025,Delhi,Returning,Closed,75,18.22,No,No,4,27-05-2026 00:00,00-01-1900 23:56
TKT002419,CUST00418,14-06-2026 00:00,00-01-1900 08:03,Email,Product,Missing Item,Medium,AG021,Hyderabad,New,Open,78,,No,Yes,,,
TKT002420,CUST04335,04-05-2026 00:00,00-01-1900 12:04,Phone,Refund,Return Pickup,Medium,AG002,Delhi,Returning,Closed,43,14.93,Yes,No,4,05-05-2026 00:00,00-01-1900 03:00
TKT002421,CUST02775,21-05-2026 00:00,00-01-1900 18:29,Social Media,Payment,Payment Failed,Medium,AG004,Mumbai,Returning,Closed,139,18.71,No,No,,22-05-2026 00:00,00-01-1900 13:11
TKT002422,CUST02364,28-03-2026 00:00,00-01-1900 10:16,Phone,Delivery,Tracking Issue,Low,AG011,Hyderabad,Returning,Closed,198,8.67,No,No,5,28-03-2026 00:00,00-01-1900 18:57
TKT002423,CUST01354,01-04-2026 00:00,00-01-1900 13:30,Phone,Product,Missing Item,High,AG020,Bengaluru,Returning,Closed,35,5.04,No,No,5,01-04-2026 00:00,00-01-1900 18:32
TKT002424,CUST02136,01-04-2026 00:00,00-01-1900 19:33,Phone,Delivery,Tracking Issue,High,AG015,Bengaluru,New,Closed,41,3.21,No,No,4,01-04-2026 00:00,00-01-1900 22:46
TKT002425,CUST02508,25-06-2026 00:00,00-01-1900 15:53,Chat,Refund,Return Pickup,High,AG001,Hyderabad,New,Closed,21,2.11,No,No,4,25-06-2026 00:00,00-01-1900 18:00
TKT002426,CUST02915,07-06-2026 00:00,00-01-1900 05:37,Email,Delivery,Missing Order,High,AG018,Pune,Returning,Closed,25,1.85,No,No,4,07-06-2026 00:00,00-01-1900 07:28
TKT002427,CUST02811,12-01-2026 00:00,00-01-1900 06:22,Social Media,Payment,Payment Failed,Low,AG009,Chennai,Returning,Closed,304,125.21,No,No,3,17-01-2026 00:00,00-01-1900 11:34
TKT002428,CUST00874,16-01-2026 00:00,00-01-1900 12:30,Chat,Payment,Duplicate Charge,Medium,AG001,Hyderabad,Returning,Closed,36,4.96,No,No,5,16-01-2026 00:00,00-01-1900 17:27
TKT002429,CUST03398,27-03-2026 00:00,00-01-1900 17:48,Phone,Refund,Refund Rejected,Critical,AG005,Bengaluru,Returning,Closed,35,5.05,No,No,3,27-03-2026 00:00,00-01-1900 22:51
TKT002430,CUST00094,21-03-2026 00:00,00-01-1900 08:21,Email,Refund,Refund Rejected,Medium,AG003,Pune,Returning,Closed,129,39.81,No,Yes,,23-03-2026 00:00,00-01-1900 00:10
TKT002431,CUST01890,12-04-2026 00:00,00-01-1900 10:12,Social Media,Delivery,Tracking Issue,Medium,AG011,Hyderabad,Returning,Closed,40,14.02,No,No,5,13-04-2026 00:00,00-01-1900 00:14
TKT002432,CUST01010,31-05-2026 00:00,00-01-1900 01:38,Phone,Refund,Partial Refund,Medium,AG008,Pune,New,Closed,37,6.16,No,No,5,31-05-2026 00:00,00-01-1900 07:48
TKT002433,CUST00492,31-01-2026 00:00,00-01-1900 04:47,Email,Account,Profile Update,Medium,AG034,Hyderabad,Returning,Closed,95,6.92,No,No,4,31-01-2026 00:00,00-01-1900 11:42
TKT002434,CUST03699,30-03-2026 00:00,00-01-1900 13:11,Email,Refund,Refund Rejected,Medium,AG002,Bengaluru,Returning,Closed,78,7.47,No,No,,30-03-2026 00:00,00-01-1900 20:39
TKT002435,CUST03818,03-06-2026 00:00,00-01-1900 18:58,Social Media,Product,Damaged Product,Low,AG022,Hyderabad,New,Pending,466,,No,Yes,,,
TKT002436,CUST03323,31-05-2026 00:00,00-01-1900 12:13,Phone,Product,Damaged Product,Medium,AG021,Bengaluru,New,Closed,54,6.65,No,No,5,31-05-2026 00:00,00-01-1900 18:52
TKT002437,CUST01240,23-03-2026 00:00,00-01-1900 14:49,Social Media,Cancellation,Subscription Cancellation,High,AG010,Delhi,New,Closed,21,6.71,No,No,4,23-03-2026 00:00,00-01-1900 21:32
TKT002438,CUST02249,26-03-2026 00:00,00-01-1900 06:50,Email,Technical,Page Not Loading,Critical,AG034,Mumbai,Returning,Closed,12,1.65,No,No,5,26-03-2026 00:00,00-01-1900 08:29
TKT002439,CUST00028,06-01-2026 00:00,00-01-1900 22:12,Chat,Product,Wrong Item,Critical,AG023,Pune,Returning,Closed,20,2.36,No,No,,07-01-2026 00:00,00-01-1900 00:33
TKT002440,CUST03217,08-02-2026 00:00,00-01-1900 19:56,Chat,Delivery,Missing Order,High,AG015,Bengaluru,Returning,Closed,90,17.59,Yes,No,3,09-02-2026 00:00,00-01-1900 13:31
TKT002441,CUST03149,23-04-2026 00:00,00-01-1900 18:46,Phone,Delivery,Tracking Issue,Medium,AG014,Pune,Returning,Closed,40,8.32,No,No,,24-04-2026 00:00,00-01-1900 03:06
TKT002442,CUST00070,26-06-2026 00:00,00-01-1900 19:26,Email,Product,Missing Item,Medium,AG023,Bengaluru,Returning,Closed,81,15.53,No,No,5,27-06-2026 00:00,00-01-1900 10:58
TKT002443,CUST00696,03-04-2026 00:00,00-01-1900 14:36,Phone,Product,Damaged Product,Medium,AG020,Delhi,Returning,Closed,51,4.98,Yes,No,4,03-04-2026 00:00,00-01-1900 19:35
TKT002444,CUST02537,29-01-2026 00:00,00-01-1900 08:33,Phone,Payment,Amount Debited,Medium,AG002,Bengaluru,Returning,Closed,59,12.01,No,No,,29-01-2026 00:00,00-01-1900 20:34
TKT002445,CUST03661,08-02-2026 00:00,00-01-1900 23:11,Chat,Delivery,Missing Order,Low,AG015,Bengaluru,New,Closed,126,25.38,No,No,5,10-02-2026 00:00,00-01-1900 00:34
TKT002446,CUST02381,01-06-2026 00:00,00-01-1900 13:03,Email,Payment,Payment Failed,Medium,AG001,Mumbai,Returning,Closed,50,15.23,No,No,,02-06-2026 00:00,00-01-1900 04:17
TKT002447,CUST03848,04-04-2026 00:00,00-01-1900 02:02,Email,Technical,Coupon Error,Low,AG034,Hyderabad,Returning,Closed,94,18.66,Yes,No,5,04-04-2026 00:00,00-01-1900 20:42
TKT002448,CUST03730,19-01-2026 00:00,00-01-1900 20:56,Phone,Payment,Payment Failed,Low,AG005,Delhi,New,Closed,105,14.71,No,No,4,20-01-2026 00:00,00-01-1900 11:38
TKT002449,CUST01426,23-02-2026 00:00,00-01-1900 23:27,Phone,Technical,Checkout Error,High,AG031,Hyderabad,New,Closed,49,4.94,Yes,No,5,24-02-2026 00:00,00-01-1900 04:23
TKT002450,CUST00075,08-04-2026 00:00,00-01-1900 18:26,Chat,Refund,Refund Rejected,Low,AG004,Mumbai,Returning,Closed,394,73.78,No,No,3,11-04-2026 00:00,00-01-1900 20:13
TKT002451,CUST03759,30-06-2026 00:00,00-01-1900 12:51,Chat,Payment,Payment Failed,Medium,AG001,Pune,Returning,Pending,51,,No,Yes,,,
TKT002452,CUST00155,28-04-2026 00:00,00-01-1900 12:18,Chat,Delivery,Late Delivery,Medium,AG011,Mumbai,New,Open,92,,No,No,,,
TKT002453,CUST03373,22-04-2026 00:00,00-01-1900 11:13,Phone,Product,Wrong Item,High,AG021,Mumbai,Premium,Closed,29,3.61,No,No,5,22-04-2026 00:00,00-01-1900 14:49
TKT002454,CUST00187,03-03-2026 00:00,00-01-1900 20:58,Phone,Delivery,Missing Order,Medium,AG014,Chennai,Premium,Closed,84,6.99,No,No,5,04-03-2026 00:00,00-01-1900 03:57
TKT002455,CUST02192,27-04-2026 00:00,00-01-1900 17:44,Email,Account,Login Issue,Low,AG032,Chennai,Returning,Closed,207,34.48,No,No,,29-04-2026 00:00,00-01-1900 04:13
TKT002456,CUST01126,05-01-2026 00:00,00-01-1900 10:24,Email,Delivery,Missing Order,Low,AG012,Hyderabad,New,Closed,157,33.11,No,No,5,06-01-2026 00:00,00-01-1900 19:31
TKT002457,CUST01471,09-05-2026 00:00,00-01-1900 14:32,Phone,Product,Wrong Item,Medium,AG021,Chennai,Returning,Closed,185,39.25,No,No,4,11-05-2026 00:00,00-01-1900 05:47
TKT002458,CUST00231,01-02-2026 00:00,00-01-1900 09:11,Phone,Payment,Duplicate Charge,Medium,AG003,Pune,Returning,Closed,89,22.2,No,No,5,02-02-2026 00:00,00-01-1900 07:23
TKT002459,CUST04002,14-03-2026 00:00,00-01-1900 01:08,Email,Account,Login Issue,Medium,AG035,Bengaluru,Premium,Closed,67,17.79,No,No,5,14-03-2026 00:00,00-01-1900 18:55
TKT002460,CUST04436,06-06-2026 00:00,00-01-1900 11:06,Phone,Refund,Refund Delayed,High,AG003,Mumbai,Returning,Closed,50,6.22,No,No,4,06-06-2026 00:00,00-01-1900 17:19
TKT002461,CUST02731,16-06-2026 00:00,00-01-1900 09:11,Chat,Delivery,Wrong Address,Medium,AG012,Mumbai,Returning,Closed,93,4.61,No,No,,16-06-2026 00:00,00-01-1900 13:47
TKT002462,CUST02608,03-03-2026 00:00,00-01-1900 03:44,Email,Account,Login Issue,Medium,AG035,Delhi,New,Closed,66,20.4,No,No,5,04-03-2026 00:00,00-01-1900 00:08
TKT002463,CUST02222,20-04-2026 00:00,00-01-1900 10:39,Email,Delivery,Late Delivery,Low,AG011,Mumbai,Returning,Closed,193,9.57,No,No,,20-04-2026 00:00,00-01-1900 20:13
TKT002464,CUST03894,04-04-2026 00:00,00-01-1900 13:10,Chat,Product,Quality Issue,High,AG019,Hyderabad,New,Closed,47,7.12,No,No,4,04-04-2026 00:00,00-01-1900 20:18
TKT002465,CUST03386,15-06-2026 00:00,00-01-1900 08:27,Chat,Delivery,Late Delivery,Medium,AG012,Pune,Premium,Closed,66,20.74,No,No,4,16-06-2026 00:00,00-01-1900 05:12
TKT002466,CUST03829,06-01-2026 00:00,00-01-1900 23:15,Chat,Delivery,Wrong Address,High,AG014,Chennai,Premium,Closed,58,6.89,No,No,5,07-01-2026 00:00,00-01-1900 06:08
TKT002467,CUST01603,11-01-2026 00:00,00-01-1900 16:18,Chat,Payment,Amount Debited,Low,AG006,Mumbai,New,Closed,151,76.95,No,Yes,2,14-01-2026 00:00,00-01-1900 21:15
TKT002468,CUST03543,18-04-2026 00:00,00-01-1900 23:36,Social Media,Delivery,Tracking Issue,Medium,AG014,Bengaluru,Returning,Closed,115,16.15,No,No,4,19-04-2026 00:00,00-01-1900 15:45
TKT002469,CUST02428,29-01-2026 00:00,00-01-1900 19:35,Social Media,Payment,Duplicate Charge,Critical,AG005,Mumbai,Returning,Closed,50,8.58,No,No,4,30-01-2026 00:00,00-01-1900 04:09
TKT002470,CUST03161,17-03-2026 00:00,00-01-1900 00:12,Phone,Product,Damaged Product,High,AG026,Bengaluru,Returning,Closed,17,5.96,No,No,5,17-03-2026 00:00,00-01-1900 06:09
TKT002471,CUST01468,01-02-2026 00:00,00-01-1900 15:58,Phone,Refund,Partial Refund,Low,AG002,Hyderabad,Returning,Closed,342,58.77,No,Yes,2,04-02-2026 00:00,00-01-1900 02:44
TKT002472,CUST02895,04-01-2026 00:00,00-01-1900 12:19,Email,Technical,App Crash,Low,AG030,Mumbai,Returning,Closed,103,41.63,No,No,5,06-01-2026 00:00,00-01-1900 05:57
TKT002473,CUST02985,19-06-2026 00:00,00-01-1900 00:49,Chat,Technical,Checkout Error,Medium,AG034,Hyderabad,Returning,Closed,63,15.73,No,No,5,19-06-2026 00:00,00-01-1900 16:33
TKT002474,CUST03490,18-06-2026 00:00,00-01-1900 10:27,Social Media,Account,Login Issue,Medium,AG029,Bengaluru,Premium,Closed,50,14.93,No,No,5,19-06-2026 00:00,00-01-1900 01:22
TKT002475,CUST00109,22-04-2026 00:00,00-01-1900 20:32,Chat,Delivery,Wrong Address,Medium,AG014,Pune,New,Closed,73,11.6,No,No,5,23-04-2026 00:00,00-01-1900 08:08
TKT002476,CUST03464,17-05-2026 00:00,00-01-1900 18:59,Chat,Delivery,Late Delivery,Medium,AG013,Bengaluru,Returning,Closed,91,49.69,No,No,3,19-05-2026 00:00,00-01-1900 20:41
TKT002477,CUST01905,18-05-2026 00:00,00-01-1900 10:21,Chat,Product,Quality Issue,High,AG021,Hyderabad,Premium,Closed,46,6.38,No,No,,18-05-2026 00:00,00-01-1900 16:44
TKT002478,CUST01566,01-04-2026 00:00,00-01-1900 22:36,Chat,Delivery,Wrong Address,Low,AG014,Hyderabad,New,Closed,138,33.42,No,No,,03-04-2026 00:00,00-01-1900 08:01
TKT002479,CUST03357,17-02-2026 00:00,00-01-1900 12:40,Chat,Payment,Amount Debited,Medium,AG002,Hyderabad,Returning,Pending,57,,No,No,,,
TKT002480,CUST02494,14-03-2026 00:00,00-01-1900 11:09,Phone,Delivery,Tracking Issue,Low,AG012,Delhi,Returning,Closed,172,37.64,No,No,5,16-03-2026 00:00,00-01-1900 00:48
TKT002481,CUST00630,20-03-2026 00:00,00-01-1900 16:10,Chat,Delivery,Missing Order,Medium,AG015,Mumbai,New,Closed,111,5.19,No,No,4,20-03-2026 00:00,00-01-1900 21:21
TKT002482,CUST01547,03-05-2026 00:00,00-01-1900 14:04,Chat,Product,Damaged Product,High,AG020,Hyderabad,Premium,Closed,50,6.21,Yes,No,4,03-05-2026 00:00,00-01-1900 20:17
TKT002483,CUST00132,19-02-2026 00:00,00-01-1900 21:30,Email,Refund,Return Pickup,Medium,AG004,Hyderabad,New,Closed,69,13.7,No,No,,20-02-2026 00:00,00-01-1900 11:12
TKT002484,CUST00871,31-01-2026 00:00,00-01-1900 14:12,Phone,Delivery,Tracking Issue,Low,AG012,Hyderabad,New,Closed,64,17.43,No,No,5,01-02-2026 00:00,00-01-1900 07:38
TKT002485,CUST03241,14-01-2026 00:00,00-01-1900 21:44,Phone,Product,Wrong Item,Medium,AG023,Chennai,Returning,Closed,105,19.78,No,No,5,15-01-2026 00:00,00-01-1900 17:30
TKT002486,CUST00007,08-05-2026 00:00,00-01-1900 16:07,Email,Refund,Partial Refund,Low,AG006,Bengaluru,New,Closed,126,10.66,No,No,,09-05-2026 00:00,00-01-1900 02:47
TKT002487,CUST02386,03-01-2026 00:00,00-01-1900 20:35,Chat,Account,OTP Issue,Low,AG031,Hyderabad,Returning,Closed,248,19.28,No,No,4,04-01-2026 00:00,00-01-1900 15:52
TKT002488,CUST04368,21-04-2026 00:00,00-01-1900 14:36,Email,Delivery,Tracking Issue,Critical,AG012,Bengaluru,Returning,Pending,21,,No,No,,,
TKT002489,CUST01493,31-03-2026 00:00,00-01-1900 15:39,Email,Product,Damaged Product,Low,AG019,Bengaluru,Premium,Closed,157,24.5,Yes,No,4,01-04-2026 00:00,00-01-1900 16:09
TKT002490,CUST01345,10-03-2026 00:00,00-01-1900 09:03,Email,Delivery,Tracking Issue,High,AG010,Chennai,New,Closed,43,3.19,No,No,,10-03-2026 00:00,00-01-1900 12:15
TKT002491,CUST01288,09-02-2026 00:00,00-01-1900 14:04,Email,Delivery,Late Delivery,Low,AG010,Mumbai,Premium,Closed,188,82.03,No,No,3,13-02-2026 00:00,00-01-1900 00:06
TKT002492,CUST02902,28-01-2026 00:00,00-01-1900 19:56,Chat,Refund,Refund Rejected,Medium,AG005,Bengaluru,Returning,Closed,208,38.14,No,No,,30-01-2026 00:00,00-01-1900 10:04
TKT002493,CUST00027,07-04-2026 00:00,00-01-1900 18:59,Email,Payment,Payment Failed,Medium,AG005,Mumbai,Returning,Closed,59,8.29,No,No,,08-04-2026 00:00,00-01-1900 03:17
TKT002494,CUST01473,01-01-2026 00:00,00-01-1900 17:28,Email,Account,Login Issue,Low,AG033,Pune,Returning,Closed,84,41.9,No,No,4,03-01-2026 00:00,00-01-1900 11:22
TKT002495,CUST02189,29-05-2026 00:00,00-01-1900 14:27,Email,Payment,Duplicate Charge,High,AG003,Delhi,Returning,Closed,15,1.63,No,No,4,29-05-2026 00:00,00-01-1900 16:05
TKT002496,CUST01717,03-03-2026 00:00,00-01-1900 14:05,Social Media,Delivery,Tracking Issue,Medium,AG010,Pune,Returning,Closed,55,21.36,No,No,,04-03-2026 00:00,00-01-1900 11:26
TKT002497,CUST02792,12-01-2026 00:00,00-01-1900 21:02,Phone,Cancellation,Order Cancellation,Medium,AG014,Chennai,New,Closed,99,6.9,No,No,5,13-01-2026 00:00,00-01-1900 03:56
TKT002498,CUST00887,29-06-2026 00:00,00-01-1900 13:44,Social Media,Payment,EMI Issue,Low,AG002,Mumbai,New,Closed,107,28.41,No,No,4,30-06-2026 00:00,00-01-1900 18:09
TKT002499,CUST03024,11-03-2026 00:00,00-01-1900 15:11,Email,Cancellation,Subscription Cancellation,High,AG011,Delhi,Returning,Closed,38,3.9,No,No,4,11-03-2026 00:00,00-01-1900 19:05
TKT002500,CUST01480,15-01-2026 00:00,00-01-1900 07:42,Phone,Payment,Duplicate Charge,Medium,AG007,Chennai,Returning,Closed,30,8.47,No,No,5,15-01-2026 00:00,00-01-1900 16:10
TKT002501,CUST00268,21-05-2026 00:00,00-01-1900 08:55,Phone,Payment,Duplicate Charge,Medium,AG002,Chennai,Returning,Closed,97,5.88,No,No,5,21-05-2026 00:00,00-01-1900 14:48
TKT002502,CUST03873,13-02-2026 00:00,00-01-1900 19:10,Email,Delivery,Wrong Address,Medium,AG014,Delhi,Returning,Closed,49,16.61,No,No,5,14-02-2026 00:00,00-01-1900 11:46
TKT002503,CUST04337,19-04-2026 00:00,00-01-1900 08:35,Email,Technical,App Crash,Critical,AG030,Pune,Returning,Closed,25,1.63,No,No,5,19-04-2026 00:00,00-01-1900 10:13
TKT002504,CUST02227,22-03-2026 00:00,00-01-1900 07:18,Social Media,Payment,Amount Debited,Medium,AG007,Chennai,Returning,Closed,67,11.25,No,No,,22-03-2026 00:00,00-01-1900 18:33
TKT002505,CUST03983,12-01-2026 00:00,00-01-1900 12:58,Email,Delivery,Missing Order,Low,AG010,Bengaluru,New,Closed,75,39.63,No,No,5,14-01-2026 00:00,00-01-1900 04:36
TKT002506,CUST01193,10-03-2026 00:00,00-01-1900 01:57,Phone,Delivery,Wrong Address,High,AG016,Chennai,Premium,Closed,42,18.57,No,No,3,10-03-2026 00:00,00-01-1900 20:31
TKT002507,CUST04414,25-01-2026 00:00,00-01-1900 12:31,Chat,Product,Quality Issue,Medium,AG019,Pune,New,Closed,101,4.96,No,No,,25-01-2026 00:00,00-01-1900 17:28
TKT002508,CUST02502,20-05-2026 00:00,00-01-1900 13:23,Social Media,Payment,Duplicate Charge,Low,AG001,Hyderabad,Premium,Closed,135,43.13,No,No,5,22-05-2026 00:00,00-01-1900 08:30
TKT002509,CUST03971,20-06-2026 00:00,00-01-1900 21:16,Email,Refund,Return Pickup,High,AG006,Chennai,Premium,Closed,78,13.99,No,No,3,21-06-2026 00:00,00-01-1900 11:15
TKT002510,CUST00230,10-06-2026 00:00,00-01-1900 09:27,Email,Payment,Payment Failed,Low,AG002,Chennai,New,Closed,203,26.56,No,No,4,11-06-2026 00:00,00-01-1900 12:01
TKT002511,CUST03709,19-03-2026 00:00,00-01-1900 09:16,Chat,Refund,Partial Refund,Medium,AG003,Hyderabad,New,Closed,77,4.88,No,No,4,19-03-2026 00:00,00-01-1900 14:09
TKT002512,CUST00178,29-05-2026 00:00,00-01-1900 07:13,Phone,Payment,EMI Issue,High,AG009,Hyderabad,Returning,Closed,48,7.27,No,No,5,29-05-2026 00:00,00-01-1900 14:29
TKT002513,CUST00365,27-04-2026 00:00,00-01-1900 03:39,Chat,Delivery,Tracking Issue,Critical,AG017,Bengaluru,Returning,Closed,18,1.9,No,No,4,27-04-2026 00:00,00-01-1900 05:33
TKT002514,CUST02500,15-04-2026 00:00,00-01-1900 14:33,Email,Cancellation,Order Cancellation,Low,AG011,Chennai,Returning,Closed,176,19.61,No,No,5,16-04-2026 00:00,00-01-1900 10:09
TKT002515,CUST01002,11-03-2026 00:00,00-01-1900 20:01,Chat,Product,Damaged Product,Low,AG024,Delhi,Returning,Closed,93,22.16,No,No,5,12-03-2026 00:00,00-01-1900 18:10
TKT002516,CUST03689,09-01-2026 00:00,00-01-1900 14:57,Phone,Technical,App Crash,Medium,AG028,Hyderabad,Premium,Closed,31,8.74,No,No,5,09-01-2026 00:00,00-01-1900 23:42
TKT002517,CUST01937,07-04-2026 00:00,00-01-1900 07:53,Email,Cancellation,Order Cancellation,Low,AG016,Bengaluru,Returning,Closed,67,31.24,No,No,5,08-04-2026 00:00,00-01-1900 15:07
TKT002518,CUST02248,06-04-2026 00:00,00-01-1900 10:18,Chat,Delivery,Missing Order,Low,AG012,Bengaluru,Premium,Closed,64,28.65,No,No,5,07-04-2026 00:00,00-01-1900 14:57
TKT002519,CUST00436,08-05-2026 00:00,00-01-1900 15:01,Email,Technical,App Crash,Medium,AG029,Bengaluru,Premium,Closed,68,10.42,No,No,4,09-05-2026 00:00,00-01-1900 01:27
TKT002520,CUST04171,16-01-2026 00:00,00-01-1900 12:25,Phone,Delivery,Missing Order,High,AG011,Hyderabad,New,Closed,25,7.39,No,No,5,16-01-2026 00:00,00-01-1900 19:48
TKT002521,CUST02854,30-06-2026 00:00,00-01-1900 15:59,Chat,Payment,EMI Issue,Low,AG001,Hyderabad,Premium,Closed,128,22.71,No,Yes,,01-07-2026 00:00,00-01-1900 14:42
TKT002522,CUST02192,19-06-2026 00:00,00-01-1900 15:34,Chat,Product,Wrong Item,High,AG020,Pune,Returning,Pending,35,,No,No,,,
TKT002523,CUST03887,26-04-2026 00:00,00-01-1900 20:25,Email,Product,Damaged Product,Low,AG024,Delhi,Returning,Closed,155,43.03,No,No,5,28-04-2026 00:00,00-01-1900 15:27
TKT002524,CUST00794,04-01-2026 00:00,00-01-1900 14:45,Chat,Account,Login Issue,Medium,AG030,Hyderabad,Returning,Closed,66,13.99,No,Yes,5,05-01-2026 00:00,00-01-1900 04:44
TKT002525,CUST02677,21-02-2026 00:00,00-01-1900 19:46,Email,Delivery,Missing Order,Medium,AG015,Chennai,Returning,Closed,91,5.03,No,No,,22-02-2026 00:00,00-01-1900 00:47
TKT002526,CUST02035,17-03-2026 00:00,00-01-1900 23:22,Email,Refund,Refund Rejected,Low,AG006,Hyderabad,New,Closed,96,23.06,No,No,4,18-03-2026 00:00,00-01-1900 22:26
TKT002527,CUST04197,27-02-2026 00:00,00-01-1900 10:11,Chat,Cancellation,Seller Cancellation,Critical,AG012,Hyderabad,New,Closed,26,8.31,No,No,3,27-02-2026 00:00,00-01-1900 18:29
TKT002528,CUST00625,13-06-2026 00:00,00-01-1900 19:19,Phone,Delivery,Missing Order,Critical,AG014,Bengaluru,New,Closed,25,1.87,No,Yes,4,13-06-2026 00:00,00-01-1900 21:11
TKT002529,CUST03090,02-03-2026 00:00,00-01-1900 13:35,Email,Refund,Refund Rejected,Medium,AG001,Delhi,Returning,Closed,121,35.12,No,No,3,04-03-2026 00:00,00-01-1900 00:43
TKT002530,CUST03396,27-02-2026 00:00,00-01-1900 00:43,Social Media,Delivery,Tracking Issue,Medium,AG016,Hyderabad,Returning,Closed,105,22.24,No,No,4,27-02-2026 00:00,00-01-1900 22:57
